"","gini","year","cve","mun_name","pto","trat_2","date"
"360",0.451945943533855,2003,"D09","Zitacuaro",0,1,2003-04-01
"361",0.337500175454192,2003,"D10","Tarimbaro",0,1,2003-04-01
"362",0.199474079639369,2003,"H44","Angangueo",0,0,2003-04-01
"363",0.184766584766585,2003,"K77","Acuitzio",0,1,2003-04-01
"364",0.376573282160653,2003,"K78","Ario",0,1,2003-04-01
"365",0.232281931464175,2003,"K79","Erongaricuaro",0,1,2003-04-01
"366",0.361759799833194,2003,"K80","La Huacana",0,0,2003-04-01
"367",0.25,2003,"K81","Huiramba",0,1,2003-04-01
"368",0.350340136054422,2003,"K82","Lagunillas",0,1,2003-04-01
"369",0.272744360902256,2003,"K83","Madero",0,1,2003-04-01
"370",0.336338728176373,2003,"K84","Salvador Escalante",0,1,2003-04-01
"371",0.31973581973582,2003,"K85","Tingambato",0,1,2003-04-01
"372",0.13508064516129,2003,"K86","Tzintzuntzan",0,1,2003-04-01
"373",0.261748633879781,2003,"L22","Angamacutiro",0,0,2003-04-01
"374",0.192957391377427,2003,"L23","Jose Sixto Verduzco",0,0,2003-04-01
"375",0.311342592592593,2003,"L24","Morelos",0,0,2003-04-01
"376",0.274560733384263,2003,"L25","Panindicuaro",0,0,2003-04-01
"377",0.458234295415959,2003,"L26","Penjamillo",0,0,2003-04-01
"378",0.377339619515281,2003,"L27","Puruandiro",0,0,2003-04-01
"379",0.1,2003,"M45","Churumuco",0,0,2003-04-01
"380",0.384395314192849,2003,"N97","Tlalpujahua",0,0,2003-04-01
"381",0.392535621823034,2003,"O21","Tepalcatepec",0,0,2003-04-01
"382",0.343953847232938,2003,"O22","Buenavista",0,0,2003-04-01
"383",0.22463768115942,2003,"O23","Pajacuaran",0,0,2003-04-01
"384",0.408111594133665,2003,"O24","Zinapecuaro",0,1,2003-04-01
"385",0.221245421245421,2003,"O25","Querendaro",0,0,2003-04-01
"386",0.224346076458753,2003,"O26","Indaparapeo",0,0,2003-04-01
